ID,数学,判定
20141787,17,不合格
20141788,68,B
20141789,82,A
20141790,25,不合格
20141791,93,A
20141792,85,A
20141793,92,A
20141794,82,A
20141795,90,A
20141796,58,不合格
20141797,58,不合格
20141798,46,不合格
20141799,65,B
20141800,54,不合格
20141801,70,B
20141802,54,不合格
20141803,31,不合格
20141804,35,不合格
20141805,47,不合格
20141806,44,不合格
20141807,80,A
20141808,49,不合格
20141809,14,不合格
20141810,53,不合格
20141811,89,A
20141812,45,不合格
20141813,73,B
20141814,87,A
20141815,81,A
20141816,56,不合格
20141817,14,不合格
20141818,54,不合格
20141819,86,A
20141820,96,A
20141821,12,不合格
20141822,26,不合格
20141823,45,不合格
20141824,87,A
20141825,63,B
20141826,48,不合格
20141827,2,不合格
20141828,31,不合格
20141829,82,A
20141830,71,B
20141831,33,不合格
20141832,82,A
20141833,17,不合格
20141834,53,不合格
20141835,92,A
20141836,87,A
20141837,0,不合格
20141838,96,A
20141839,47,不合格
20141840,37,不合格
20141841,18,不合格
20141842,36,不合格
20141843,78,B
20141844,67,B
20141845,13,不合格
20141846,7,不合格
20141847,1,不合格
20141848,81,A
20141849,29,不合格
20141850,7,不合格
20141851,12,不合格
20141852,67,B
20141853,87,A
20141854,28,不合格
20141855,23,不合格
20141856,17,不合格
20141857,81,A
20141858,89,A
20141859,49,不合格
20141860,87,A
20141861,38,不合格
20141862,41,不合格
20141863,12,不合格
20141864,93,A
20141865,59,不合格
20141866,52,不合格
20141867,49,不合格
20141868,80,A
20141869,0,不合格
20141870,70,B
20141871,83,A
20141872,59,不合格
20141873,94,A
20141874,43,不合格
20141875,69,B
20141876,59,不合格
20141877,40,不合格
20141878,77,B
20141879,25,不合格
20141880,40,不合格
20141881,28,不合格
20141882,49,不合格
20141883,8,不合格
20141884,2,不合格
20141885,47,不合格
20141886,9,不合格
20141887,99,A
20141888,62,B
20141889,30,不合格
20141890,40,不合格
20141891,43,不合格
20141892,6,不合格
20141893,49,不合格
20141894,72,B
20141895,16,不合格
20141896,58,不合格
20141897,15,不合格
20141898,2,不合格
20141899,51,不合格
20141900,0,不合格
20141901,32,不合格
20141902,98,A
20141903,78,B
20141904,39,不合格
20141905,0,不合格
20141906,99,A
20141907,14,不合格
20141908,79,B
20141909,49,不合格
20141910,60,B
20141911,77,B
20141912,60,B
20141913,67,B
20141914,33,不合格
20141915,38,不合格
20141916,56,不合格
20141917,65,B
20141918,93,A
20141919,52,不合格
20141920,12,不合格
20141921,78,B
20141922,82,A
20141923,95,A
20141924,73,B
20141925,36,不合格
20141926,94,A
20141927,83,A
20141928,75,B
20141929,48,不合格
20141930,35,不合格
20141931,83,A
20141932,52,不合格
20141933,30,不合格
20141934,80,A
20141935,25,不合格
20141936,5,不合格
20141937,43,不合格
20141938,75,B
20141939,83,A
20141940,96,A
20141941,73,B
20141942,90,A
20141943,0,不合格
20141944,81,A
20141945,65,B
20141946,73,B
20141947,44,不合格
20141948,9,不合格
20141949,64,B
20141950,97,A
20141951,35,不合格
20141952,91,A
20141953,66,B
20141954,0,不合格
20141955,46,不合格
20141956,28,不合格
20141957,2,不合格
20141958,35,不合格
20141959,54,不合格
20141960,31,不合格
20141961,84,A
20141962,58,不合格
20141963,11,不合格
20141964,10,不合格
20141965,76,B
20141966,55,不合格
20141967,66,B
20141968,11,不合格
20141969,18,不合格
20141970,57,不合格
20141971,35,不合格
20141972,93,A
20141973,30,不合格
20141974,88,A
20141975,2,不合格
20141976,86,A
20141977,35,不合格
20141978,17,不合格
20141979,11,不合格
20141980,20,不合格
20141981,70,B
20141982,62,B
20141983,93,A
20141984,64,B
20141985,33,不合格
20141986,64,B
20141987,77,B
20141988,5,不合格
20141989,69,B
20141990,27,不合格
20141991,36,不合格
20141992,5,不合格
20141993,70,B
20141994,19,不合格
20141995,55,不合格
20141996,53,不合格
20141997,66,B
20141998,70,B
20141999,22,不合格
20142000,36,不合格
20142001,5,不合格
20142002,20,不合格
20142003,80,A
20142004,96,A
20142005,12,不合格
20142006,34,不合格
20142007,82,A
20142008,32,不合格
20142009,82,A
20142010,96,A
20142011,73,B
20142012,6,不合格
20142013,42,不合格
20142014,4,不合格
20142015,40,不合格
20142016,36,不合格
20142017,39,不合格
20142018,47,不合格
20142019,55,不合格
20142020,57,不合格
20142021,14,不合格
20142022,46,不合格
20142023,97,A
20142024,86,A
20142025,44,不合格
20142026,61,B
20142027,37,不合格
20142028,27,不合格
20142029,97,A
20142030,15,不合格
20142031,0,不合格
20142032,35,不合格
20142033,73,B
20142034,51,不合格
20142035,85,A
20142036,20,不合格
20142037,63,B
20142038,58,不合格
20142039,43,不合格
20142040,26,不合格
20142041,76,B
20142042,47,不合格
20142043,68,B
20142044,27,不合格
20142045,33,不合格
20142046,25,不合格
20142047,41,不合格
20142048,31,不合格
20142049,89,A
20142050,80,A
20142051,32,不合格
20142052,9,不合格
20142053,14,不合格
20142054,25,不合格
20142055,42,不合格
20142056,77,B
20142057,85,A
20142058,1,不合格
20142059,23,不合格
20142060,71,B
20142061,67,B
20142062,77,B
20142063,83,A
20142064,27,不合格
20142065,98,A
20142066,21,不合格
20142067,73,B
20142068,66,B
20142069,6,不合格
20142070,11,不合格
20142071,33,不合格
20142072,55,不合格
20142073,32,不合格
20142074,9,不合格
20142075,61,B
20142076,22,不合格
20142077,10,不合格
20142078,23,不合格
20142079,66,B
20142080,34,不合格
20142081,71,B
20142082,46,不合格
20142083,32,不合格
20142084,24,不合格
20142085,73,B
20142086,76,B
20142087,9,不合格
20142088,28,不合格
20142089,94,A
20142090,27,不合格
20142091,40,不合格
20142092,57,不合格
20142093,2,不合格
20142094,92,A
20142095,21,不合格
20142096,85,A
20142097,9,不合格
20142098,89,A
20142099,74,B
20142100,33,不合格
20142101,37,不合格
20142102,74,B
20142103,2,不合格
20142104,26,不合格
20142105,55,不合格
20142106,8,不合格
20142107,6,不合格
20142108,4,不合格
20142109,23,不合格
20142110,56,不合格
20142111,98,A
20142112,14,不合格
20142113,26,不合格
20142114,11,不合格
20142115,68,B
20142116,83,A
20142117,90,A
20142118,37,不合格
20142119,84,A
20142120,61,B
20142121,1,不合格
20142122,65,B
20142123,60,B
20142124,20,不合格
20142125,19,不合格
20142126,16,不合格
20142127,65,B
20142128,79,B
20142129,61,B
20142130,48,不合格
20142131,78,B
20142132,28,不合格
20142133,14,不合格
20142134,12,不合格
20142135,99,A
20142136,75,B
20142137,61,B
20142138,26,不合格
20142139,99,A
20142140,90,A
20142141,5,不合格
20142142,48,不合格
20142143,23,不合格
20142144,9,不合格
20142145,54,不合格
20142146,17,不合格
20142147,98,A
20142148,97,A
20142149,62,B
20142150,64,B
20142151,40,不合格
20142152,33,不合格
20142153,21,不合格
20142154,16,不合格
20142155,0,不合格
20142156,3,不合格
20142157,15,不合格
20142158,35,不合格
20142159,12,不合格
20142160,67,B
20142161,46,不合格
20142162,70,B
20142163,74,B
20142164,93,A
20142165,10,不合格
20142166,98,A
20142167,16,不合格
20142168,38,不合格
20142169,2,不合格
20142170,52,不合格
20142171,79,B
20142172,11,不合格
20142173,52,不合格
20142174,89,A
20142175,55,不合格
20142176,21,不合格
20142177,66,B
20142178,6,不合格
20142179,17,不合格
20142180,0,不合格
20142181,52,不合格
20142182,21,不合格
20142183,44,不合格
20142184,85,A
20142185,58,不合格
20142186,69,B
20142187,18,不合格
20142188,19,不合格
20142189,99,A
20142190,53,不合格
20142191,65,B
20142192,82,A
20142193,55,不合格
20142194,81,A
20142195,58,不合格
20142196,51,不合格
20142197,25,不合格
20142198,12,不合格
20142199,84,A
20142200,47,不合格
20142201,19,不合格
20142202,39,不合格
20142203,1,不合格
20142204,78,B
20142205,5,不合格
20142206,10,不合格
20142207,34,不合格
20142208,24,不合格
20142209,12,不合格
20142210,80,A
20142211,81,A
20142212,62,B
20142213,80,A
20142214,73,B
20142215,19,不合格
20142216,98,A
20142217,88,A
20142218,4,不合格
20142219,26,不合格
20142220,7,不合格
20142221,47,不合格
20142222,16,不合格
20142223,45,不合格
20142224,42,不合格
20142225,94,A
20142226,75,B
20142227,74,B
20142228,64,B
20142229,2,不合格
20142230,34,不合格
20142231,66,B
20142232,3,不合格
20142233,57,不合格
20142234,30,不合格
20142235,94,A
20142236,65,B
20142237,75,B
20142238,88,A
20142239,79,B
20142240,63,B
20142241,79,B
20142242,72,B
20142243,24,不合格
20142244,92,A
20142245,21,不合格
20142246,97,A
20142247,29,不合格
20142248,93,A
20142249,25,不合格
20142250,40,不合格
20142251,35,不合格
20142252,60,B
20142253,10,不合格
20142254,81,A
20142255,77,B
20142256,86,A
20142257,71,B
20142258,48,不合格
20142259,16,不合格
20142260,5,不合格
20142261,9,不合格
20142262,5,不合格
20142263,5,不合格
20142264,7,不合格
20142265,93,A
20142266,66,B
20142267,77,B
20142268,77,B
20142269,51,不合格
20142270,61,B
20142271,31,不合格
20142272,69,B
20142273,81,A
20142274,85,A
20142275,20,不合格
20142276,36,不合格
20142277,86,A
20142278,12,不合格
20142279,82,A
20142280,48,不合格
20142281,2,不合格
20142282,63,B
20142283,71,B
20142284,39,不合格
20142285,26,不合格
20142286,83,A
20142287,77,B
20142288,67,B
20142289,32,不合格
20142290,15,不合格
20142291,91,A
20142292,21,不合格
20142293,6,不合格
20142294,61,B
20142295,99,A
20142296,65,B
20142297,23,不合格
20142298,33,不合格
20142299,75,B
20142300,5,不合格
20142301,60,B
20142302,88,A
20142303,55,不合格
20142304,65,B
20142305,43,不合格
20142306,7,不合格
20142307,44,不合格
20142308,94,A
20142309,6,不合格
20142310,49,不合格
20142311,96,A
20142312,91,A
20142313,69,B
20142314,85,A
20142315,19,不合格
20142316,59,不合格
20142317,1,不合格
20142318,98,A
20142319,52,不合格
20142320,59,不合格
20142321,67,B
20142322,78,B
20142323,58,不合格
20142324,29,不合格
20142325,83,A
20142326,4,不合格
20142327,35,不合格
20142328,62,B
20142329,55,不合格
20142330,74,B
20142331,1,不合格
20142332,97,A
20142333,11,不合格
20142334,75,B
20142335,34,不合格
20142336,58,不合格
20142337,66,B
20142338,41,不合格
20142339,50,不合格
20142340,75,B
20142341,87,A
20142342,33,不合格
20142343,87,A
20142344,62,B
20142345,40,不合格
20142346,96,A
20142347,10,不合格
20142348,71,B
20142349,25,不合格
20142350,48,不合格
20142351,20,不合格
20142352,30,不合格
20142353,50,不合格
20142354,16,不合格
20142355,97,A
20142356,92,A
20142357,9,不合格
20142358,50,不合格
20142359,20,不合格
20142360,9,不合格
20142361,63,B
20142362,73,B
20142363,60,B
20142364,97,A
20142365,84,A
20142366,38,不合格
20142367,29,不合格
20142368,37,不合格
20142369,23,不合格
20142370,77,B
20142371,4,不合格
20142372,90,A
20142373,73,B
20142374,64,B
20142375,60,B
20142376,22,不合格
20142377,71,B
20142378,76,B
20142379,24,不合格
20142380,66,B
20142381,81,A
20142382,72,B
20142383,99,A
20142384,27,不合格
20142385,44,不合格
20142386,67,B
20142387,9,不合格
20142388,39,不合格
20142389,46,不合格
20142390,78,B
20142391,60,B
20142392,90,A
20142393,77,B
20142394,99,A
20142395,4,不合格
20142396,83,A
20142397,67,B
20142398,42,不合格
20142399,81,A
20142400,51,不合格
20142401,1,不合格
20142402,25,不合格
20142403,16,不合格
20142404,51,不合格
20142405,1,不合格
20142406,53,不合格
20142407,48,不合格
20142408,58,不合格
20142409,43,不合格
20142410,30,不合格
20142411,82,A
20142412,19,不合格
20142413,2,不合格
20142414,1,不合格
20142415,42,不合格
20142416,28,不合格
20142417,96,A
20142418,39,不合格
20142419,69,B
20142420,17,不合格
20142421,86,A
20142422,69,B
20142423,14,不合格
20142424,51,不合格
20142425,39,不合格
20142426,9,不合格
20142427,77,B
20142428,94,A
20142429,6,不合格
20142430,7,不合格
20142431,82,A
20142432,39,不合格
20142433,40,不合格
20142434,43,不合格
20142435,44,不合格
20142436,30,不合格
20142437,18,不合格
20142438,56,不合格
20142439,39,不合格
20142440,44,不合格
20142441,53,不合格
20142442,44,不合格
20142443,88,A
20142444,45,不合格
20142445,66,B
20142446,17,不合格
20142447,20,不合格
20142448,23,不合格
20142449,51,不合格
20142450,39,不合格
20142451,94,A
20142452,91,A
20142453,27,不合格
20142454,0,不合格
20142455,49,不合格
20142456,0,不合格
20142457,14,不合格
20142458,67,B
20142459,9,不合格
20142460,2,不合格
20142461,79,B
20142462,76,B
20142463,80,A
20142464,18,不合格
20142465,7,不合格
20142466,51,不合格
20142467,0,不合格
20142468,85,A
20142469,73,B
20142470,2,不合格
20142471,75,B
20142472,54,不合格
20142473,1,不合格
20142474,65,B
20142475,5,不合格
20142476,12,不合格
20142477,60,B
20142478,5,不合格
20142479,9,不合格
20142480,34,不合格
20142481,61,B
20142482,83,A
20142483,48,不合格
20142484,80,A
20142485,22,不合格
20142486,28,不合格
20142487,86,A
20142488,74,B
20142489,52,不合格
20142490,1,不合格
20142491,76,B
20142492,94,A
20142493,93,A
20142494,24,不合格
20142495,0,不合格
20142496,26,不合格
20142497,25,不合格
20142498,50,不合格
20142499,43,不合格
20142500,27,不合格
20142501,20,不合格
20142502,17,不合格
20142503,17,不合格
20142504,28,不合格
20142505,9,不合格
20142506,60,B
20142507,69,B
20142508,21,不合格
20142509,51,不合格
20142510,32,不合格
20142511,39,不合格
20142512,24,不合格
20142513,29,不合格
20142514,63,B
20142515,39,不合格
20142516,71,B
20142517,97,A
20142518,73,B
20142519,95,A
20142520,79,B
20142521,36,不合格
20142522,76,B
20142523,34,不合格
20142524,62,B
20142525,26,不合格
20142526,16,不合格
20142527,50,不合格
20142528,39,不合格
20142529,14,不合格
20142530,16,不合格
20142531,70,B
20142532,13,不合格
20142533,56,不合格
20142534,93,A
20142535,1,不合格
20142536,87,A
20142537,22,不合格
20142538,84,A
20142539,70,B
20142540,26,不合格
20142541,85,A
20142542,29,不合格
20142543,69,B
20142544,28,不合格
20142545,26,不合格
20142546,57,不合格
20142547,26,不合格
20142548,63,B
20142549,12,不合格
20142550,47,不合格
20142551,45,不合格
20142552,73,B
20142553,21,不合格
20142554,94,A
20142555,55,不合格
20142556,61,B
20142557,47,不合格
20142558,42,不合格
20142559,16,不合格
20142560,28,不合格
20142561,7,不合格
20142562,67,B
20142563,24,不合格
20142564,16,不合格
20142565,86,A
20142566,39,不合格
20142567,40,不合格
20142568,13,不合格
20142569,76,B
20142570,5,不合格
20142571,17,不合格
20142572,53,不合格
20142573,64,B
20142574,89,A
20142575,87,A
20142576,4,不合格
20142577,26,不合格
20142578,55,不合格
20142579,69,B
20142580,45,不合格
20142581,29,不合格
20142582,54,不合格
20142583,47,不合格
20142584,3,不合格
20142585,13,不合格
20142586,19,不合格
20142587,81,A
20142588,22,不合格
20142589,45,不合格
20142590,24,不合格
20142591,85,A
20142592,46,不合格
20142593,39,不合格
20142594,21,不合格
20142595,3,不合格
20142596,37,不合格
20142597,36,不合格
20142598,50,不合格
20142599,29,不合格
20142600,52,不合格
20142601,86,A
20142602,51,不合格
20142603,41,不合格
20142604,87,A
20142605,10,不合格
20142606,82,A
20142607,10,不合格
20142608,29,不合格
20142609,3,不合格
20142610,14,不合格
20142611,71,B
20142612,15,不合格
20142613,45,不合格
20142614,27,不合格
20142615,30,不合格
20142616,70,B
20142617,98,A
20142618,82,A
20142619,39,不合格
20142620,29,不合格
20142621,98,A
20142622,85,A
20142623,70,B
20142624,86,A
20142625,29,不合格
20142626,81,A
20142627,53,不合格
20142628,52,不合格
20142629,26,不合格
20142630,71,B
20142631,63,B
20142632,56,不合格
20142633,32,不合格
20142634,39,不合格
20142635,40,不合格
20142636,47,不合格
20142637,78,B
20142638,45,不合格
20142639,21,不合格
20142640,95,A
20142641,28,不合格
20142642,25,不合格
20142643,6,不合格
20142644,49,不合格
20142645,93,A
20142646,84,A
20142647,49,不合格
20142648,58,不合格
20142649,91,A
20142650,63,B
20142651,26,不合格
20142652,34,不合格
20142653,21,不合格
20142654,38,不合格
20142655,45,不合格
20142656,46,不合格
20142657,95,A
20142658,60,B
20142659,59,不合格
20142660,26,不合格
20142661,75,B
20142662,25,不合格
20142663,32,不合格
20142664,1,不合格
20142665,11,不合格
20142666,22,不合格
20142667,77,B
20142668,50,不合格
20142669,65,B
20142670,2,不合格
20142671,51,不合格
20142672,59,不合格
20142673,95,A
20142674,30,不合格
20142675,67,B
20142676,67,B
20142677,98,A
20142678,13,不合格
20142679,85,A
20142680,23,不合格
20142681,20,不合格
20142682,83,A
20142683,59,不合格
20142684,43,不合格
20142685,93,A
20142686,27,不合格
20142687,97,A
20142688,65,B
20142689,85,A
20142690,90,A
20142691,2,不合格
20142692,5,不合格
20142693,34,不合格
20142694,79,B
20142695,89,A
20142696,12,不合格
20142697,78,B
20142698,93,A
20142699,89,A
20142700,49,不合格
20142701,78,B
20142702,30,不合格
20142703,15,不合格
20142704,26,不合格
20142705,73,B
20142706,79,B
20142707,78,B
20142708,8,不合格
20142709,88,A
20142710,78,B
20142711,84,A
20142712,52,不合格
20142713,70,B
20142714,56,不合格
20142715,66,B
20142716,60,B
20142717,49,不合格
20142718,92,A
20142719,19,不合格
20142720,97,A
20142721,69,B
20142722,26,不合格
20142723,73,B
20142724,94,A
20142725,88,A
20142726,19,不合格
20142727,64,B
20142728,97,A
20142729,41,不合格
20142730,60,B
20142731,69,B
20142732,57,不合格
20142733,52,不合格
20142734,58,不合格
20142735,83,A
20142736,28,不合格
20142737,57,不合格
20142738,14,不合格
20142739,59,不合格
20142740,29,不合格
20142741,36,不合格
20142742,38,不合格
20142743,1,不合格
20142744,78,B
20142745,73,B
20142746,75,B
20142747,64,B
20142748,86,A
20142749,69,B
20142750,62,B
20142751,37,不合格
20142752,57,不合格
20142753,70,B
20142754,5,不合格
20142755,99,A
20142756,10,不合格
20142757,17,不合格
20142758,79,B
20142759,12,不合格
20142760,18,不合格
20142761,17,不合格
20142762,66,B
20142763,91,A
20142764,8,不合格
20142765,30,不合格
20142766,77,B
20142767,80,A
20142768,71,B
20142769,8,不合格
20142770,2,不合格
20142771,64,B
20142772,63,B
20142773,88,A
20142774,74,B
20142775,32,不合格
20142776,46,不合格
20142777,55,不合格
20142778,74,B
20142779,1,不合格
20142780,31,不合格
20142781,68,B
20142782,76,B
20142783,6,不合格
20142784,0,不合格
20142785,3,不合格
20142786,11,不合格
20142787,81,A
20142788,36,不合格
20142789,26,不合格
20142790,80,A
20142791,50,不合格
20142792,74,B
20142793,47,不合格
20142794,76,B
20142795,34,不合格
20142796,38,不合格
20142797,66,B
20142798,80,A
20142799,78,B
20142800,46,不合格
20142801,48,不合格
20142802,42,不合格
20142803,98,A
20142804,11,不合格
20142805,90,A
20142806,47,不合格
20142807,74,B
20142808,6,不合格
20142809,20,不合格
20142810,33,不合格
20142811,76,B
20142812,66,B
20142813,65,B
20142814,56,不合格
20142815,50,不合格
20142816,66,B
20142817,59,不合格
20142818,85,A
20142819,41,不合格
20142820,46,不合格
20142821,63,B
20142822,69,B
20142823,5,不合格
20142824,29,不合格
20142825,19,不合格
20142826,26,不合格
20142827,39,不合格
20142828,93,A
20142829,93,A
20142830,1,不合格
20142831,1,不合格
20142832,37,不合格
20142833,30,不合格
20142834,29,不合格
20142835,22,不合格
20142836,23,不合格
20142837,37,不合格
20142838,40,不合格
20142839,64,B
20142840,95,A
20142841,22,不合格
20142842,88,A
20142843,49,不合格
20142844,90,A
20142845,17,不合格
20142846,78,B
20142847,91,A
20142848,45,不合格
20142849,65,B
20142850,44,不合格
20142851,87,A
20142852,52,不合格
20142853,44,不合格
20142854,11,不合格
20142855,36,不合格
20142856,99,A
20142857,72,B
20142858,84,A
20142859,29,不合格
20142860,4,不合格
20142861,48,不合格
20142862,37,不合格
20142863,7,不合格
20142864,22,不合格
20142865,41,不合格
20142866,92,A
20142867,44,不合格
20142868,98,A
20142869,88,A
20142870,99,A
20142871,46,不合格
20142872,68,B
20142873,24,不合格
20142874,37,不合格
20142875,14,不合格
20142876,32,不合格
20142877,0,不合格
20142878,95,A
20142879,73,B
20142880,74,B
20142881,48,不合格
20142882,42,不合格
20142883,90,A
20142884,96,A
20142885,6,不合格
20142886,13,不合格
20142887,62,B
20142888,64,B
20142889,73,B
20142890,34,不合格
20142891,47,不合格
20142892,51,不合格
20142893,83,A
20142894,73,B
20142895,65,B
20142896,74,B
20142897,12,不合格
20142898,68,B
20142899,0,不合格
20142900,84,A
20142901,42,不合格
20142902,99,A
20142903,2,不合格
20142904,90,A
20142905,62,B
20142906,34,不合格
20142907,99,A
20142908,65,B
20142909,66,B
20142910,55,不合格
20142911,20,不合格
20142912,97,A
20142913,48,不合格
20142914,88,A
20142915,3,不合格
20142916,6,不合格
20142917,57,不合格
20142918,27,不合格
20142919,96,A
20142920,47,不合格
20142921,6,不合格
20142922,78,B
20142923,24,不合格
20142924,87,A
20142925,56,不合格
20142926,76,B
20142927,83,A
20142928,95,A
20142929,0,不合格
20142930,27,不合格
20142931,73,B
20142932,87,A
20142933,51,不合格
20142934,64,B
20142935,90,A
20142936,73,B
20142937,81,A
20142938,81,A
20142939,38,不合格
20142940,22,不合格
20142941,35,不合格
20142942,51,不合格
20142943,92,A
20142944,47,不合格
20142945,59,不合格
20142946,82,A
20142947,63,B
20142948,0,不合格
20142949,88,A
20142950,5,不合格
20142951,20,不合格
20142952,4,不合格
20142953,4,不合格
20142954,83,A
20142955,90,A
20142956,98,A
20142957,68,B
20142958,74,B
20142959,77,B
20142960,21,不合格
20142961,48,不合格
20142962,64,B
20142963,88,A
20142964,54,不合格
20142965,53,不合格
20142966,13,不合格
20142967,5,不合格
20142968,79,B
20142969,57,不合格
20142970,96,A
20142971,6,不合格
20142972,39,不合格
20142973,55,不合格
20142974,17,不合格
20142975,17,不合格
20142976,15,不合格
20142977,49,不合格
20142978,13,不合格
20142979,38,不合格
20142980,40,不合格
20142981,55,不合格
20142982,29,不合格
20142983,55,不合格
20142984,86,A
20142985,4,不合格
20142986,45,不合格
20142987,71,B
20142988,23,不合格
20142989,38,不合格
20142990,60,B
20142991,13,不合格
20142992,41,不合格
20142993,61,B
20142994,20,不合格
20142995,28,不合格
20142996,28,不合格
20142997,91,A
20142998,26,不合格
20142999,87,A
20143000,95,A
20143001,30,不合格
20143002,14,不合格
20143003,93,A
20143004,33,不合格
20143005,2,不合格
20143006,20,不合格
20143007,49,不合格
20143008,96,A
20143009,45,不合格
20143010,12,不合格
20143011,50,不合格
20143012,99,A
20143013,2,不合格
20143014,63,B
20143015,71,B
20143016,62,B
20143017,96,A
20143018,88,A
20143019,24,不合格
20143020,1,不合格
20143021,19,不合格
20143022,64,B
20143023,81,A
20143024,74,B
20143025,9,不合格
20143026,35,不合格
20143027,52,不合格
20143028,5,不合格
20143029,18,不合格
20143030,44,不合格
20143031,8,不合格
20143032,12,不合格
20143033,22,不合格
20143034,63,B
20143035,23,不合格
20143036,66,B
20143037,83,A
20143038,7,不合格
20143039,48,不合格
20143040,74,B
20143041,46,不合格
20143042,54,不合格
20143043,89,A
20143044,42,不合格
20143045,33,不合格
20143046,73,B
20143047,24,不合格
20143048,92,A
20143049,42,不合格
20143050,61,B
20143051,52,不合格
20143052,73,B
20143053,7,不合格
20143054,75,B
20143055,38,不合格
20143056,91,A
20143057,94,A
20143058,85,A
20143059,56,不合格
20143060,95,A
20143061,13,不合格
20143062,19,不合格
20143063,78,B
20143064,85,A
20143065,23,不合格
20143066,51,不合格
20143067,73,B
20143068,3,不合格
20143069,88,A
20143070,67,B
20143071,39,不合格
20143072,96,A
20143073,19,不合格
20143074,99,A
20143075,87,A
20143076,15,不合格
20143077,77,B
20143078,67,B
20143079,26,不合格
20143080,11,不合格
20143081,20,不合格
20143082,84,A
20143083,53,不合格
20143084,58,不合格
20143085,35,不合格
20143086,59,不合格
20143087,97,A
20143088,71,B
20143089,13,不合格
20143090,73,B
20143091,78,B
20143092,10,不合格
20143093,74,B
20143094,30,不合格
20143095,35,不合格
20143096,57,不合格
20143097,67,B
20143098,88,A
20143099,29,不合格
20143100,21,不合格
20143101,75,B
20143102,77,B
20143103,98,A
20143104,54,不合格
20143105,69,B
20143106,89,A
20143107,21,不合格
20143108,83,A
20143109,57,不合格
20143110,15,不合格
20143111,12,不合格
20143112,78,B
20143113,41,不合格
20143114,67,B
20143115,78,B
20143116,82,A
20143117,37,不合格
20143118,67,B
20143119,84,A
20143120,27,不合格
20143121,56,不合格
20143122,7,不合格
20143123,96,A
20143124,55,不合格
20143125,82,A
20143126,38,不合格
20143127,41,不合格
20143128,6,不合格
20143129,65,B
20143130,28,不合格
20143131,47,不合格
20143132,46,不合格
20143133,14,不合格
20143134,43,不合格
20143135,9,不合格
20143136,0,不合格
20143137,75,B
20143138,6,不合格
20143139,25,不合格
20143140,28,不合格
20143141,24,不合格
20143142,40,不合格
20143143,11,不合格
20143144,35,不合格
20143145,27,不合格
20143146,2,不合格
20143147,56,不合格
20143148,32,不合格
20143149,57,不合格
20143150,16,不合格
20143151,70,B
20143152,21,不合格
20143153,60,B
20143154,93,A
20143155,48,不合格
20143156,23,不合格
20143157,95,A
20143158,34,不合格
20143159,89,A
20143160,76,B
20143161,19,不合格
20143162,95,A
20143163,54,不合格
20143164,47,不合格
20143165,6,不合格
20143166,78,B
20143167,99,A
20143168,24,不合格
20143169,17,不合格
20143170,80,A
20143171,22,不合格
20143172,21,不合格
20143173,28,不合格
20143174,20,不合格
20143175,53,不合格
20143176,10,不合格
20143177,7,不合格
20143178,82,A
20143179,43,不合格
20143180,90,A
20143181,15,不合格
20143182,28,不合格
20143183,66,B
20143184,5,不合格
20143185,42,不合格
20143186,34,不合格
20143187,83,A
20143188,8,不合格
20143189,87,A
20143190,67,B
20143191,24,不合格
20143192,20,不合格
20143193,25,不合格
20143194,28,不合格
20143195,13,不合格
20143196,90,A
20143197,43,不合格
20143198,90,A
20143199,95,A
20143200,30,不合格
20143201,92,A
20143202,7,不合格
20143203,63,B
20143204,62,B
20143205,26,不合格
20143206,11,不合格
20143207,89,A
20143208,35,不合格
20143209,53,不合格
20143210,98,A
20143211,78,B
20143212,37,不合格
20143213,80,A
20143214,66,B
20143215,7,不合格
20143216,31,不合格
20143217,20,不合格
20143218,83,A
20143219,80,A
20143220,24,不合格
20143221,18,不合格
20143222,12,不合格
20143223,43,不合格
20143224,87,A
20143225,43,不合格
20143226,55,不合格
20143227,84,A
20143228,77,B
20143229,87,A
20143230,34,不合格
20143231,98,A
20143232,83,A
20143233,25,不合格
20143234,59,不合格
20143235,90,A
20143236,73,B
20143237,71,B
20143238,35,不合格
20143239,92,A
20143240,42,不合格
20143241,83,A
20143242,9,不合格
20143243,60,B
20143244,84,A
20143245,48,不合格
20143246,93,A
20143247,82,A
20143248,42,不合格
20143249,8,不合格
20143250,78,B
20143251,98,A
20143252,39,不合格
20143253,70,B
20143254,11,不合格
20143255,86,A
20143256,6,不合格
20143257,52,不合格
20143258,45,不合格
20143259,91,A
20143260,68,B
20143261,75,B
20143262,61,B
20143263,79,B
20143264,53,不合格
20143265,74,B
20143266,96,A
20143267,9,不合格
20143268,21,不合格
20143269,59,不合格
20143270,92,A
20143271,2,不合格
20143272,21,不合格
20143273,23,不合格
20143274,40,不合格
20143275,60,B
20143276,83,A
20143277,0,不合格
20143278,2,不合格
20143279,31,不合格
20143280,42,不合格
20143281,47,不合格
20143282,18,不合格
20143283,6,不合格
20143284,24,不合格
20143285,36,不合格
20143286,87,A
20143287,19,不合格
20143288,86,A
20143289,60,B
20143290,2,不合格
20143291,85,A
20143292,71,B
20143293,85,A
20143294,3,不合格
20143295,76,B
20143296,35,不合格
20143297,52,不合格
20143298,86,A
20143299,29,不合格
20143300,63,B
20143301,8,不合格
20143302,37,不合格
20143303,28,不合格
20143304,8,不合格
20143305,1,不合格
20143306,25,不合格
20143307,48,不合格
20143308,49,不合格
20143309,17,不合格
